time,bpm,spo2,audio,temperature,humidity
2026-03-03T22:47:19.629766,0,0,14,,
2026-03-03T22:47:19.749489,0,0,63,,
2026-03-03T22:47:19.870079,0,0,33,,
2026-03-03T22:47:19.990671,0,0,29,,
2026-03-03T22:47:20.110403,0,0,16,,
2026-03-03T22:47:20.142795,67,97,40,,
2026-03-03T22:47:20.232262,0,0,4,,
2026-03-03T22:47:20.351568,0,0,5,,
2026-03-03T22:47:20.471628,0,0,3,,
2026-03-03T22:47:20.593195,0,0,10,,
2026-03-03T22:47:20.712461,0,0,4,,
2026-03-03T22:47:20.833005,0,0,24,,
2026-03-03T22:47:20.954434,0,0,11,,
2026-03-03T22:47:21.073821,0,0,13,,
2026-03-03T22:47:21.143736,70,98,47,,
2026-03-03T22:47:21.193544,0,0,18,,
2026-03-03T22:47:21.315134,0,0,17,,
2026-03-03T22:47:21.434983,0,0,22,,
2026-03-03T22:47:21.554354,0,0,19,,
2026-03-03T22:47:21.676192,0,0,18,,
2026-03-03T22:47:21.796194,0,0,24,,
2026-03-03T22:47:21.916124,0,0,7,,
2026-03-03T22:47:22.037205,0,0,1,,
2026-03-03T22:47:22.144495,66,97,8,,
2026-03-03T22:47:22.156822,0,0,7,,
2026-03-03T22:47:22.276724,0,0,5,,
2026-03-03T22:47:22.398502,0,0,24,,
2026-03-03T22:47:22.517664,0,0,6,,
2026-03-03T22:47:22.637401,0,0,1,,
2026-03-03T22:47:22.758909,0,0,0,,
2026-03-03T22:47:22.878900,0,0,16,,
2026-03-03T22:47:22.998542,0,0,6,,
2026-03-03T22:47:23.119692,0,0,4,,
2026-03-03T22:47:23.145767,72,93,0,,
2026-03-03T22:47:23.240056,0,0,2,,
2026-03-03T22:47:23.359786,0,0,4,,
2026-03-03T22:47:23.481060,0,0,13,,
2026-03-03T22:47:23.600965,0,0,7,,
2026-03-03T22:47:23.720469,0,0,7,,
2026-03-03T22:47:23.842333,0,0,18,,
2026-03-03T22:47:23.962469,0,0,6,,
2026-03-03T22:47:24.082093,0,0,4,,
2026-03-03T22:47:24.147108,65,94,57,,
2026-03-03T22:47:24.202713,0,0,21,,
2026-03-03T22:47:24.322427,0,0,3,,
2026-03-03T22:47:24.443223,0,0,12,,
2026-03-03T22:47:24.563475,0,0,11,,
2026-03-03T22:47:24.683987,0,0,2,,
2026-03-03T22:47:24.804037,0,0,1,,
2026-03-03T22:47:24.924453,0,0,0,,
2026-03-03T22:47:25.045359,0,0,20,,
2026-03-03T22:47:25.148848,62,95,4,,
2026-03-03T22:47:25.165765,0,0,16,,
2026-03-03T22:47:25.286129,0,0,21,,
2026-03-03T22:47:25.405458,0,0,13,,
2026-03-03T22:47:25.526980,0,0,2,,
2026-03-03T22:47:25.646803,0,0,19,,
2026-03-03T22:47:25.767157,0,0,18,,
2026-03-03T22:47:25.887452,0,0,7,,
2026-03-03T22:47:26.008299,0,0,17,,
2026-03-03T22:47:26.127868,0,0,12,,
2026-03-03T22:47:26.150275,67,97,22,,
2026-03-03T22:47:26.248403,0,0,3,,
2026-03-03T22:47:26.368810,0,0,1,,
2026-03-03T22:47:26.488883,0,0,2,,
2026-03-03T22:47:26.610085,0,0,9,,
2026-03-03T22:47:26.730354,0,0,0,,
2026-03-03T22:47:26.850575,0,0,9,,
2026-03-03T22:47:26.970698,0,0,1,,
2026-03-03T22:47:27.090239,0,0,8,,
2026-03-03T22:47:27.151648,73,94,0,,
2026-03-03T22:47:27.211583,0,0,7,,
2026-03-03T22:47:27.331430,0,0,10,,
2026-03-03T22:47:27.451213,0,0,6,,
2026-03-03T22:47:27.573277,0,0,0,,
2026-03-03T22:47:27.692412,0,0,13,,
2026-03-03T22:47:27.812774,0,0,0,,
2026-03-03T22:47:27.934173,0,0,2,,
2026-03-03T22:47:28.053172,0,0,3,,
2026-03-03T22:47:28.152646,68,94,64,,
2026-03-03T22:47:28.173385,0,0,9,,
2026-03-03T22:47:28.294571,0,0,0,,
2026-03-03T22:47:28.414476,0,0,0,,
2026-03-03T22:47:28.534340,0,0,4,,
2026-03-03T22:47:28.655810,0,0,12,,
2026-03-03T22:47:28.775367,0,0,0,,
2026-03-03T22:47:28.895305,0,0,11,,
2026-03-03T22:47:29.017184,0,0,4,,
2026-03-03T22:47:29.136565,0,0,9,,
2026-03-03T22:47:29.153661,71,96,5,,
2026-03-03T22:47:29.257049,0,0,1,,
2026-03-03T22:47:29.378416,0,0,9,,
2026-03-03T22:47:29.498184,0,0,3,,
2026-03-03T22:47:29.617401,0,0,16,,
2026-03-03T22:47:29.739130,0,0,17,,
2026-03-03T22:47:29.858815,0,0,5,,
2026-03-03T22:47:29.978210,0,0,0,,
2026-03-03T22:47:30.100279,0,0,1,,
2026-03-03T22:47:30.154740,69,99,2,,
2026-03-03T22:47:30.219760,0,0,15,,
2026-03-03T22:47:30.339428,0,0,9,,
2026-03-03T22:47:30.461288,0,0,0,,
2026-03-03T22:47:30.580956,0,0,12,,
2026-03-03T22:47:30.700259,0,0,8,,
2026-03-03T22:47:30.821854,0,0,1,,
2026-03-03T22:47:30.941045,0,0,3,,
2026-03-03T22:47:31.061102,0,0,0,,
2026-03-03T22:47:31.155855,79,98,82,,
2026-03-03T22:47:31.182785,0,0,4,,
2026-03-03T22:47:31.302258,0,0,4,,
2026-03-03T22:47:31.423056,0,0,9,,
2026-03-03T22:47:31.544303,0,0,4,,
2026-03-03T22:47:31.663308,0,0,0,,
2026-03-03T22:47:31.783365,0,0,7,,
2026-03-03T22:47:31.904684,0,0,6,,
2026-03-03T22:47:32.024543,0,0,7,,
2026-03-03T22:47:32.145566,0,0,10,,
2026-03-03T22:47:32.157073,70,93,28,,
2026-03-03T22:47:32.266151,0,0,2,,
2026-03-03T22:47:32.385262,0,0,11,,
2026-03-03T22:47:32.506934,0,0,10,,
2026-03-03T22:47:32.626930,0,0,6,,
2026-03-03T22:47:32.746298,0,0,5,,
2026-03-03T22:47:32.868003,0,0,5,,
2026-03-03T22:47:32.988089,0,0,0,,
2026-03-03T22:47:33.107266,0,0,0,,
2026-03-03T22:47:33.158470,78,95,41,,
2026-03-03T22:47:33.229170,0,0,4,,
2026-03-03T22:47:33.348878,0,0,4,,
2026-03-03T22:47:33.469146,0,0,11,,
2026-03-03T22:47:33.589276,0,0,3,,
2026-03-03T22:47:33.709831,0,0,2,,
2026-03-03T22:47:33.829406,0,0,7,,
2026-03-03T22:47:33.950897,0,0,7,,
2026-03-03T22:47:34.071419,0,0,0,,
2026-03-03T22:47:34.159648,63,97,27,,
2026-03-03T22:47:34.190651,0,0,0,,
2026-03-03T22:47:34.311070,0,0,3,,
2026-03-03T22:47:34.431992,0,0,5,,
2026-03-03T22:47:34.552106,0,0,8,,
2026-03-03T22:47:34.672149,0,0,7,,
2026-03-03T22:47:34.793225,0,0,2,,
2026-03-03T22:47:34.912779,0,0,6,,
2026-03-03T22:47:35.033471,0,0,0,,
2026-03-03T22:47:35.153393,0,0,1,,
2026-03-03T22:47:35.160701,67,91,135,,
2026-03-03T22:47:35.274328,0,0,0,,
2026-03-03T22:47:35.394324,0,0,1,,
2026-03-03T22:47:35.515071,0,0,9,,
2026-03-03T22:47:35.635673,0,0,7,,
2026-03-03T22:47:35.755476,0,0,1,,
2026-03-03T22:47:35.876345,0,0,10,,
2026-03-03T22:47:35.996702,0,0,4,,
2026-03-03T22:47:36.116380,0,0,6,,
2026-03-03T22:47:36.162232,74,94,54,,
2026-03-03T22:47:36.236286,0,0,0,,
2026-03-03T22:47:36.357987,0,0,1,,
2026-03-03T22:47:36.477225,0,0,1,,
2026-03-03T22:47:36.597520,0,0,6,,
2026-03-03T22:47:36.718783,0,0,14,,
2026-03-03T22:47:36.838934,0,0,4,,
2026-03-03T22:47:36.958620,0,0,5,,
2026-03-03T22:47:37.080189,0,0,6,,
2026-03-03T22:47:37.163595,72,93,53,,
2026-03-03T22:47:37.199429,0,0,0,,
2026-03-03T22:47:37.319279,0,0,3,,
2026-03-03T22:47:37.441299,0,0,6,,
2026-03-03T22:47:37.560405,0,0,1,,
2026-03-03T22:47:37.681062,0,0,11,,
2026-03-03T22:47:37.802265,0,0,11,,
2026-03-03T22:47:37.921505,0,0,4,,
2026-03-03T22:47:38.041300,0,0,6,,
2026-03-03T22:47:38.162956,0,0,7,,
2026-03-03T22:47:38.164771,66,93,87,,
2026-03-03T22:47:38.282541,0,0,8,,
2026-03-03T22:47:38.402295,0,0,8,,
2026-03-03T22:47:38.523726,0,0,5,,
2026-03-03T22:47:38.643327,0,0,3,,
2026-03-03T22:47:38.764982,0,0,2,,
2026-03-03T22:47:38.885056,0,0,2,,
2026-03-03T22:47:39.004680,0,0,1,,
2026-03-03T22:47:39.126110,0,0,3,,
2026-03-03T22:47:39.165453,61,99,126,,
2026-03-03T22:47:39.246327,0,0,3,,
2026-03-03T22:47:39.365781,0,0,4,,
2026-03-03T22:47:39.486568,0,0,2,,
2026-03-03T22:47:39.607484,0,0,8,,
2026-03-03T22:47:39.727070,0,0,1,,
2026-03-03T22:47:39.847287,0,0,6,,
2026-03-03T22:47:39.967774,0,0,8,,
2026-03-03T22:47:40.087672,0,0,7,,
2026-03-03T22:47:40.166116,69,92,61,,
2026-03-03T22:47:40.209148,0,0,3,,
2026-03-03T22:47:40.328950,0,0,3,,
2026-03-03T22:47:40.448227,0,0,6,,
2026-03-03T22:47:40.569875,0,0,4,,
2026-03-03T22:47:40.690104,0,0,7,,
2026-03-03T22:47:40.809536,0,0,2,,
2026-03-03T22:47:40.930078,0,0,5,,
2026-03-03T22:47:41.050819,0,0,4,,
2026-03-03T22:47:41.167642,65,95,22,,
2026-03-03T22:47:41.171206,0,0,0,,
2026-03-03T22:47:41.291782,0,0,3,,
2026-03-03T22:47:41.412351,0,0,4,,
2026-03-03T22:47:41.531912,0,0,5,,
2026-03-03T22:47:41.652419,0,0,6,,
2026-03-03T22:47:41.772924,0,0,3,,
2026-03-03T22:47:41.893241,0,0,3,,
2026-03-03T22:47:42.013280,0,0,1,,
2026-03-03T22:47:42.134405,0,0,2,,
2026-03-03T22:47:42.169084,79,94,39,,
2026-03-03T22:47:42.254394,0,0,2,,
2026-03-03T22:47:42.374226,0,0,4,,
2026-03-03T22:47:42.494609,0,0,5,,
2026-03-03T22:47:42.615743,0,0,10,,
2026-03-03T22:47:42.735517,0,0,3,,
2026-03-03T22:47:42.855745,0,0,0,,
2026-03-03T22:47:42.976421,0,0,2,,
2026-03-03T22:47:43.096638,0,0,3,,
2026-03-03T22:47:43.170056,64,94,49,,
2026-03-03T22:47:43.217161,0,0,0,,
2026-03-03T22:47:43.337490,0,0,0,,
2026-03-03T22:47:43.457167,0,0,5,,
2026-03-03T22:47:43.578284,0,0,6,,
2026-03-03T22:47:43.699063,0,0,5,,
2026-03-03T22:47:43.818760,0,0,8,,
2026-03-03T22:47:43.939451,0,0,5,,
2026-03-03T22:47:44.060168,0,0,3,,
2026-03-03T22:47:44.171167,71,94,63,,
2026-03-03T22:47:44.179538,0,0,2,,
2026-03-03T22:47:44.300237,0,0,0,,
2026-03-03T22:47:44.420607,0,0,2,,
2026-03-03T22:47:44.540822,0,0,4,,
2026-03-03T22:47:44.660964,0,0,8,,
2026-03-03T22:47:44.781525,0,0,5,,
2026-03-03T22:47:44.901846,0,0,4,,
2026-03-03T22:47:45.022279,0,0,4,,
2026-03-03T22:47:45.142449,0,0,4,,
2026-03-03T22:47:45.172254,74,99,22,,
2026-03-03T22:47:45.262293,0,0,2,,
2026-03-03T22:47:45.383136,0,0,7,,
2026-03-03T22:47:45.503548,0,0,5,,
2026-03-03T22:47:45.623442,0,0,5,,
2026-03-03T22:47:45.745001,0,0,6,,
2026-03-03T22:47:45.864218,0,0,6,,
2026-03-03T22:47:45.984613,0,0,8,,
2026-03-03T22:47:46.106282,0,0,7,,
2026-03-03T22:47:46.173505,68,94,46,,
2026-03-03T22:47:46.225543,0,0,1,,
2026-03-03T22:47:46.345916,0,0,2,,
2026-03-03T22:47:46.466974,0,0,4,,
2026-03-03T22:47:46.586709,0,0,0,,
2026-03-03T22:47:46.707101,0,0,6,,
2026-03-03T22:47:46.828338,0,0,10,,
2026-03-03T22:47:46.948266,0,0,10,,
2026-03-03T22:47:47.067533,0,0,0,,
2026-03-03T22:47:47.174698,69,91,7,,
2026-03-03T22:47:47.189109,0,0,3,,
2026-03-03T22:47:47.309244,0,0,2,,
2026-03-03T22:47:47.428656,0,0,0,,
2026-03-03T22:47:47.550317,0,0,3,,
2026-03-03T22:47:47.670175,0,0,4,,
2026-03-03T22:47:47.790576,0,0,7,,
2026-03-03T22:47:47.911267,0,0,6,,
2026-03-03T22:47:48.031721,0,0,7,,
2026-03-03T22:47:48.150677,0,0,7,,
2026-03-03T22:47:48.176382,75,94,51,,
2026-03-03T22:47:48.272192,0,0,3,,
2026-03-03T22:47:48.392314,0,0,3,,
2026-03-03T22:47:48.511490,0,0,0,,
2026-03-03T22:47:48.633302,0,0,3,,
2026-03-03T22:47:48.753227,0,0,2,,
2026-03-03T22:47:48.873140,0,0,3,,
2026-03-03T22:47:48.993884,0,0,5,,
2026-03-03T22:47:49.113915,0,0,9,,
2026-03-03T22:47:49.177956,69,93,69,,
2026-03-03T22:47:49.234426,0,0,6,,
2026-03-03T22:47:49.354866,0,0,2,,
2026-03-03T22:47:49.474725,0,0,4,,
2026-03-03T22:47:49.596021,0,0,2,,
2026-03-03T22:47:49.715411,0,0,0,,
2026-03-03T22:47:49.835550,0,0,1,,
2026-03-03T22:47:49.957065,0,0,3,,
2026-03-03T22:47:50.077060,0,0,10,,
2026-03-03T22:47:50.179297,76,93,117,,
2026-03-03T22:47:50.197259,0,0,10,,
2026-03-03T22:47:50.317561,0,0,5,,
2026-03-03T22:47:50.437340,0,0,6,,
2026-03-03T22:47:50.557702,0,0,1,,
2026-03-03T22:47:50.678195,0,0,1,,
2026-03-03T22:47:50.798212,0,0,2,,
2026-03-03T22:47:50.919442,0,0,1,,
2026-03-03T22:47:51.039479,0,0,9,,
2026-03-03T22:47:51.159196,0,0,7,,
2026-03-03T22:47:51.180421,68,99,84,,
2026-03-03T22:47:51.280247,0,0,3,,
2026-03-03T22:47:51.400470,0,0,6,,
2026-03-03T22:47:51.521245,0,0,4,,
2026-03-03T22:47:51.640994,0,0,1,,
2026-03-03T22:47:51.761466,0,0,0,,
2026-03-03T22:47:51.881451,0,0,2,,
2026-03-03T22:47:52.002149,0,0,2,,
2026-03-03T22:47:52.122571,0,0,6,,
2026-03-03T22:47:52.181998,75,94,81,,
2026-03-03T22:47:52.243270,0,0,6,,
2026-03-03T22:47:52.362881,0,0,5,,
2026-03-03T22:47:52.483618,0,0,1,,
2026-03-03T22:47:52.603938,0,0,4,,
2026-03-03T22:47:52.724032,0,0,1,,
2026-03-03T22:47:52.844312,0,0,3,,
2026-03-03T22:47:52.965249,0,0,2,,
2026-03-03T22:47:53.085132,0,0,8,,
2026-03-03T22:47:53.183344,70,95,89,,
2026-03-03T22:47:53.205836,0,0,3,,
2026-03-03T22:47:53.326179,0,0,8,,
2026-03-03T22:47:53.447101,0,0,7,,
2026-03-03T22:47:53.566759,0,0,11,,
2026-03-03T22:47:53.687248,0,0,3,,
2026-03-03T22:47:53.808084,0,0,1,,
2026-03-03T22:47:53.927245,0,0,2,,
2026-03-03T22:47:54.047107,0,0,1,,
2026-03-03T22:47:54.169244,0,0,6,,
2026-03-03T22:47:54.184451,72,94,59,,
2026-03-03T22:47:54.288723,0,0,8,,
2026-03-03T22:47:54.409369,0,0,6,,
2026-03-03T22:47:54.530475,0,0,0,,
2026-03-03T22:47:54.649936,0,0,3,,
2026-03-03T22:47:54.770019,0,0,6,,
2026-03-03T22:47:54.890954,0,0,1,,
2026-03-03T22:47:55.010460,0,0,0,,
2026-03-03T22:47:55.130365,0,0,2,,
2026-03-03T22:47:55.185387,69,90,93,,
2026-03-03T22:47:55.252274,0,0,5,,
2026-03-03T22:47:55.371856,0,0,12,,
2026-03-03T22:47:55.492397,0,0,6,,
2026-03-03T22:47:55.613255,0,0,5,,
2026-03-03T22:47:55.732751,0,0,5,,
2026-03-03T22:47:55.852190,0,0,1,,
2026-03-03T22:47:55.974423,0,0,2,,
2026-03-03T22:47:56.093580,0,0,3,,
2026-03-03T22:47:56.186209,71,97,22,,
2026-03-03T22:47:56.213419,0,0,7,,
2026-03-03T22:47:56.335558,0,0,10,,
2026-03-03T22:47:56.455101,0,0,7,,
2026-03-03T22:47:56.574292,0,0,4,,
2026-03-03T22:47:56.696153,0,0,6,,
2026-03-03T22:47:56.816756,0,0,2,,
2026-03-03T22:47:56.935868,0,0,0,,
2026-03-03T22:47:57.056865,0,0,0,,
2026-03-03T22:47:57.176662,0,0,1,,
2026-03-03T22:47:57.187016,64,96,40,,
2026-03-03T22:47:57.297316,0,0,4,,
2026-03-03T22:47:57.418001,0,0,3,,
2026-03-03T22:47:57.537596,0,0,7,,
2026-03-03T22:47:57.659357,0,0,4,,
2026-03-03T22:47:57.779174,0,0,6,,
2026-03-03T22:47:57.898289,0,0,0,,
2026-03-03T22:47:58.019274,0,0,1,,
2026-03-03T22:47:58.140368,0,0,6,,
2026-03-03T22:47:58.188411,70,96,104,,
2026-03-03T22:47:58.259606,0,0,5,,
2026-03-03T22:47:58.380103,0,0,5,,
2026-03-03T22:47:58.501354,0,0,2,,
2026-03-03T22:47:58.620543,0,0,3,,
2026-03-03T22:47:58.741869,0,0,2,,
2026-03-03T22:47:58.862536,0,0,4,,
2026-03-03T22:47:58.982235,0,0,7,,
2026-03-03T22:47:59.102252,0,0,10,,
2026-03-03T22:47:59.189998,68,95,33,,
2026-03-03T22:47:59.222501,0,0,4,,
2026-03-03T22:47:59.342547,0,0,3,,
2026-03-03T22:47:59.463225,0,0,4,,
2026-03-03T22:47:59.583807,0,0,8,,
2026-03-03T22:47:59.703547,0,0,1,,
2026-03-03T22:47:59.824682,0,0,4,,
2026-03-03T22:47:59.944578,0,0,5,,
2026-03-03T22:48:00.064611,0,0,4,,
2026-03-03T22:48:00.185556,0,0,5,,
2026-03-03T22:48:00.191045,76,96,59,,
2026-03-03T22:48:00.306197,0,0,3,,
2026-03-03T22:48:00.426100,0,0,4,,
2026-03-03T22:48:00.546885,0,0,2,,
2026-03-03T22:48:00.666943,0,0,2,,
2026-03-03T22:48:00.786882,0,0,1,,
2026-03-03T22:48:00.907602,0,0,1,,
2026-03-03T22:48:01.028228,0,0,4,,
2026-03-03T22:48:01.148400,0,0,7,,
2026-03-03T22:48:01.192093,80,96,45,,
2026-03-03T22:48:01.268327,0,0,9,,
2026-03-03T22:48:01.389321,0,0,5,,
2026-03-03T22:48:01.509921,0,0,7,,
2026-03-03T22:48:01.629493,0,0,2,,
2026-03-03T22:48:01.749344,0,0,0,,
2026-03-03T22:48:01.870772,0,0,2,,
2026-03-03T22:48:01.990422,0,0,5,,
2026-03-03T22:48:02.111014,0,0,8,,
2026-03-03T22:48:02.193114,69,96,25,,
2026-03-03T22:48:02.232083,0,0,3,,
2026-03-03T22:48:02.351744,0,0,7,,
2026-03-03T22:48:02.471768,0,0,7,,
2026-03-03T22:48:02.592770,0,0,0,,
2026-03-03T22:48:02.712469,0,0,0,,
2026-03-03T22:48:02.832772,0,0,1,,
2026-03-03T22:48:02.953793,0,0,0,,
2026-03-03T22:48:03.074206,0,0,3,,
2026-03-03T22:48:03.194088,0,0,8,,
1,,,,,
2026-03-03T22:48:03.315370,0,0,8,,
2026-03-03T22:48:03.435117,0,0,6,,
2026-03-03T22:48:03.554929,0,0,4,,
2026-03-03T22:48:03.675715,0,0,0,,
2026-03-03T22:48:03.795751,0,0,3,,
2026-03-03T22:48:03.915491,0,0,2,,
2026-03-03T22:48:04.037141,0,0,0,,
2026-03-03T22:48:04.156814,0,0,4,,
2026-03-03T22:48:04.195711,76,96,50,,
2026-03-03T22:48:04.277051,0,0,4,,
2026-03-03T22:48:04.397635,0,0,8,,
2026-03-03T22:48:04.517144,0,0,5,,
2026-03-03T22:48:04.638352,0,0,4,,
2026-03-03T22:48:04.759220,0,0,2,,
2026-03-03T22:48:04.878493,0,0,4,,
2026-03-03T22:48:04.999884,0,0,0,,
2026-03-03T22:48:05.120442,0,0,2,,
2026-03-03T22:48:05.196803,66,100,41,,
2026-03-03T22:48:05.239467,0,0,5,,
2026-03-03T22:48:05.360601,0,0,7,,
2026-03-03T22:48:05.481402,0,0,5,,
2026-03-03T22:48:05.601537,0,0,4,,
2026-03-03T22:48:05.721375,0,0,3,,
2026-03-03T22:48:05.842143,0,0,3,,
2026-03-03T22:48:05.961750,0,0,1,,
2026-03-03T22:48:06.082237,0,0,2,,
2026-03-03T22:48:06.197853,74,93,45,,
2026-03-03T22:48:06.202660,0,0,3,,
2026-03-03T22:48:06.322604,0,0,4,,
2026-03-03T22:48:06.443516,0,0,8,,
2026-03-03T22:48:06.563664,0,0,6,,
2026-03-03T22:48:06.683619,0,0,5,,
2026-03-03T22:48:06.804817,0,0,3,,
2026-03-03T22:48:06.924636,0,0,1,,
2026-03-03T22:48:07.045108,0,0,0,,
2026-03-03T22:48:07.165829,0,0,1,,
2026-03-03T22:48:07.199452,74,98,67,,
2026-03-03T22:48:07.286244,0,0,1,,
2026-03-03T22:48:07.406359,0,0,7,,
2026-03-03T22:48:07.526617,0,0,6,,
2026-03-03T22:48:07.646677,0,0,7,,
2026-03-03T22:48:07.767027,0,0,6,,
2026-03-03T22:48:07.887336,0,0,3,,
2026-03-03T22:48:08.008189,0,0,0,,
2026-03-03T22:48:08.127409,0,0,0,,
2026-03-03T22:48:08.200755,74,99,42,,
2026-03-03T22:48:08.248549,0,0,0,,
2026-03-03T22:48:08.368567,0,0,3,,
2026-03-03T22:48:08.489228,0,0,8,,
2026-03-03T22:48:08.609653,0,0,6,,
2026-03-03T22:48:08.730507,0,0,6,,
2026-03-03T22:48:08.850959,0,0,7,,
2026-03-03T22:48:08.970612,0,0,5,,
2026-03-03T22:48:09.090459,0,0,2,,
2026-03-03T22:48:09.201775,69,98,0,,
2026-03-03T22:48:09.211474,0,0,1,,
2026-03-03T22:48:09.331317,0,0,1,,
2026-03-03T22:48:09.451816,0,0,3,,
2026-03-03T22:48:09.572530,0,0,5,,
2026-03-03T22:48:09.693295,0,0,6,,
2026-03-03T22:48:09.812925,0,0,7,,
2026-03-03T22:48:09.933901,0,0,8,,
2026-03-03T22:48:10.053407,0,0,2,,
2026-03-03T22:48:10.173552,0,0,4,,
2026-03-03T22:48:10.203138,70,100,60,,
2026-03-03T22:48:10.294736,0,0,0,,
2026-03-03T22:48:10.414508,0,0,2,,
2026-03-03T22:48:10.534860,0,0,0,,
2026-03-03T22:48:10.656057,0,0,3,,
2026-03-03T22:48:10.775834,0,0,6,,
2026-03-03T22:48:10.895796,0,0,5,,
2026-03-03T22:48:11.016821,0,0,6,,
2026-03-03T22:48:11.136564,0,0,5,,
2026-03-03T22:48:11.204474,70,95,63,,
2026-03-03T22:48:11.258547,0,0,2,,
2026-03-03T22:48:11.377747,0,0,4,,
2026-03-03T22:48:11.498149,0,0,2,,
2026-03-03T22:48:11.619312,0,0,0,,
2026-03-03T22:48:11.738698,0,0,4,,
2026-03-03T22:48:11.858513,0,0,6,,
2026-03-03T22:48:11.980171,0,0,8,,
2026-03-03T22:48:12.100119,0,0,5,,
2026-03-03T22:48:12.205862,69,102,26,,
2026-03-03T22:48:12.219108,0,0,5,,
2026-03-03T22:48:12.340764,0,0,1,,
2026-03-03T22:48:12.460801,0,0,4,,
2026-03-03T22:48:12.580105,0,0,4,,
2026-03-03T22:48:12.702006,0,0,0,,
2026-03-03T22:48:12.821578,0,0,0,,
2026-03-03T22:48:12.941594,0,0,8,,
2026-03-03T22:48:13.062825,0,0,2,,
2026-03-03T22:48:13.182691,0,0,5,,
2026-03-03T22:48:13.207244,62,95,25,,
2026-03-03T22:48:13.303232,0,0,3,,
2026-03-03T22:48:13.423845,0,0,4,,
2026-03-03T22:48:13.544084,0,0,0,,
2026-03-03T22:48:13.663711,0,0,3,,
2026-03-03T22:48:13.784829,0,0,1,,
2026-03-03T22:48:13.904823,0,0,3,,
2026-03-03T22:48:14.025476,0,0,7,,
2026-03-03T22:48:14.145918,0,0,5,,
2026-03-03T22:48:14.208495,79,95,39,,
2026-03-03T22:48:14.266024,0,0,9,,
2026-03-03T22:48:14.386337,0,0,5,,
2026-03-03T22:48:14.506431,0,0,3,,
2026-03-03T22:48:14.626962,0,0,5,,
2026-03-03T22:48:14.747596,0,0,1,,
2026-03-03T22:48:14.867332,0,0,0,,
2026-03-03T22:48:14.988090,0,0,6,,
2026-03-03T22:48:15.109190,0,0,4,,
2026-03-03T22:48:15.209678,64,94,24,,
2026-03-03T22:48:15.228977,0,0,7,,
2026-03-03T22:48:15.349129,0,0,5,,
2026-03-03T22:48:15.471022,0,0,4,,
2026-03-03T22:48:15.589451,0,0,3,,
2026-03-03T22:48:15.710811,0,0,3,,
2026-03-03T22:48:15.832200,0,0,0,,
2026-03-03T22:48:15.951941,0,0,2,,
2026-03-03T22:48:16.072218,0,0,4,,
2026-03-03T22:48:16.193309,0,0,10,,
2026-03-03T22:48:16.210900,74,92,72,,
2026-03-03T22:48:16.313120,0,0,7,,
2026-03-03T22:48:16.432621,0,0,5,,
2026-03-03T22:48:16.553536,0,0,5,,
2026-03-03T22:48:16.674137,0,0,4,,
2026-03-03T22:48:16.793475,0,0,0,,
2026-03-03T22:48:16.914307,0,0,0,,
2026-03-03T22:48:17.035048,0,0,1,,
2026-03-03T22:48:17.154771,0,0,2,,
2026-03-03T22:48:17.211913,75,96,84,,
2026-03-03T22:48:17.275320,0,0,8,,
2026-03-03T22:48:17.395085,0,0,7,,
2026-03-03T22:48:17.516714,0,0,1,,
2026-03-03T22:48:17.636204,0,0,5,,
2026-03-03T22:48:17.756104,0,0,1,,
2026-03-03T22:48:17.877589,0,0,2,,
2026-03-03T22:48:17.998173,0,0,3,,
2026-03-03T22:48:18.118343,0,0,2,,
2026-03-03T22:48:18.213481,76,100,95,,
2026-03-03T22:48:18.239075,0,0,9,,
2026-03-03T22:48:18.358390,0,0,4,,
2026-03-03T22:48:18.478478,0,0,9,,
2026-03-03T22:48:18.600197,0,0,6,,
2026-03-03T22:48:18.719629,0,0,6,,
2026-03-03T22:48:18.839293,0,0,1,,
2026-03-03T22:48:18.960902,0,0,2,,
2026-03-03T22:48:19.080684,0,0,0,,
2026-03-03T22:48:19.200352,0,0,5,,
2026-03-03T22:48:19.214418,70,95,27,,
2026-03-03T22:48:19.322005,0,0,4,,
2026-03-03T22:48:19.441520,0,0,3,,
2026-03-03T22:48:19.561385,0,0,0,,
2026-03-03T22:48:19.682451,0,0,4,,
2026-03-03T22:48:19.802285,0,0,4,,
2026-03-03T22:48:19.922741,0,0,5,,
2026-03-03T22:48:20.043935,0,0,7,,
2026-03-03T22:48:20.163850,0,0,8,,
2026-03-03T22:48:20.215985,66,97,73,,
2026-03-03T22:48:20.285170,0,0,4,,
2026-03-03T22:48:20.405078,0,0,7,,
2026-03-03T22:48:20.524643,0,0,2,,
2026-03-03T22:48:20.645663,0,0,2,,
2026-03-03T22:48:20.765712,0,0,1,,
2026-03-03T22:48:20.886053,0,0,4,,
2026-03-03T22:48:21.006471,0,0,9,,
2026-03-03T22:48:21.127021,0,0,4,,
2026-03-03T22:48:21.217576,71,100,57,,
2026-03-03T22:48:21.246420,0,0,8,,
2026-03-03T22:48:21.367232,0,0,3,,
2026-03-03T22:48:21.487807,0,0,4,,
2026-03-03T22:48:21.607854,0,0,0,,
2026-03-03T22:48:21.728783,0,0,1,,
2026-03-03T22:48:21.849011,0,0,1,,
2026-03-03T22:48:21.968992,0,0,5,,
2026-03-03T22:48:22.089067,0,0,6,,
2026-03-03T22:48:22.209427,0,0,6,,
